Name,Value,DOB,Season,Competition,Club ID#,PPG,Goals,Assists,Minutes,Age,Yellow Cards,Double Yellow,Red Card,Goal Contribution
Robin van Persie,27.63,"Aug 6, 1983",2005,Community Shield,1,000,0,0,44',22,0,0,0,0.0
Robin van Persie,27.63,"Aug 6, 1983",2005,FA Cup,2,1.50,0,0,167',22,1,0,0,0.0
Robin van Persie,27.63,"Aug 6, 1983",2005,League Cup,4,3.00,4,0,227',22,0,0,0,4.0
Robin van Persie,27.63,"Aug 6, 1983",2005,Premier League,24,1.71,5,1,1.213',22,2,0,0,6.0
Robin van Persie,27.63,"Aug 6, 1983",2006,Champions League,6,1.83,1,2,375',23,0,0,0,3.0
Robin van Persie,27.63,"Aug 6, 1983",2006,Champions League Qualifying,2,3.00,1,2,171',23,0,0,0,3.0
Robin van Persie,27.63,"Aug 6, 1983",2006,FA Cup,1,3.00,0,0,72',23,0,0,0,0.0
Robin van Persie,27.63,"Aug 6, 1983",2006,Premier League,22,1.91,11,2,1.459',23,8,0,0,13.0
Alex Iwobi,27.36,"May 3, 1996",2015,Champions League,2,000,0,0,79',19,0,0,0,0.0
Alex Iwobi,27.36,"May 3, 1996",2015,Community Shield,-,-,0,0,0,19,0,0,0,0.0
Alex Iwobi,27.36,"May 3, 1996",2015,FA Cup,5,2.00,0,1,324',19,0,0,0,1.0
Alex Iwobi,27.36,"May 3, 1996",2015,League Cup,1,000,0,0,90',19,0,0,0,0.0
Alex Iwobi,27.36,"May 3, 1996",2015,Premier League,13,1.77,2,2,630',19,0,0,0,4.0
Alex Iwobi,27.36,"May 3, 1996",2015,U21 PL,9,2.44,2,2,737',19,0,0,0,4.0
Alex Iwobi,27.36,"May 3, 1996",2015,UEFA Youth League,4,2.25,2,0,360',19,1,0,0,2.0
Alex Iwobi,27.36,"May 3, 1996",2016,Champions League,7,2.00,1,1,410',20,0,0,0,2.0
Alex Iwobi,27.36,"May 3, 1996",2016,EFL Cup,2,1.50,0,0,180',20,1,0,0,0.0
Alex Iwobi,27.36,"May 3, 1996",2016,FA Cup,3,3.00,0,2,212',20,0,0,0,2.0
Alex Iwobi,27.36,"May 3, 1996",2016,Premier League,26,1.88,3,5,1.462',20,1,0,0,8.0
Alex Iwobi,27.36,"May 3, 1996",2016,Premier League 2,1,3.00,0,0,90',20,0,0,0,0.0
Alex Iwobi,27.36,"May 3, 1996",2017,Community Shield,1,3.00,0,0,67',21,0,0,0,0.0
Alex Iwobi,27.36,"May 3, 1996",2017,EFL Cup,5,2.00,0,0,310',21,0,0,0,0.0
Alex Iwobi,27.36,"May 3, 1996",2017,Europa League,6,1.67,0,2,334',21,0,0,0,2.0
Alex Iwobi,27.36,"May 3, 1996",2017,FA Cup,1,000,0,0,90',21,0,0,0,0.0
Alex Iwobi,27.36,"May 3, 1996",2017,Premier League,26,1.42,3,5,1.844',21,1,0,0,8.0
Alex Iwobi,27.36,"May 3, 1996",2018,EFL Cup,3,2.00,0,0,165',22,0,0,0,0.0
Alex Iwobi,27.36,"May 3, 1996",2018,Europa League,11,2.00,2,2,556',22,0,0,0,4.0
Alex Iwobi,27.36,"May 3, 1996",2018,FA Cup,2,1.50,1,0,150',22,0,0,0,1.0
Alex Iwobi,27.36,"May 3, 1996",2018,Premier League,35,1.83,3,7,1.968',22,0,0,0,10.0
Alex Iwobi,27.36,"May 3, 1996",2019,EFL Cup,4,2.25,1,1,340',23,0,0,0,2.0
Alex Iwobi,27.36,"May 3, 1996",2019,Premier League,25,1.08,1,0,1.601',23,0,0,0,1.0
Rodrigo,27.00,"Mar 6, 1991",2010,FA Cup,3,1.33,0,0,136',19,0,0,0,0.0
Rodrigo,27.00,"Mar 6, 1991",2010,League Cup,1,000,0,0,73',19,0,0,0,0.0
Rodrigo,27.00,"Mar 6, 1991",2010,Premier League,17,0.71,1,1,494',19,0,0,0,2.0
Rodrigo,27.00,"Mar 6, 1991",2010,Reserve League,3,1.33,2,0,225',19,0,0,0,2.0
Rodrigo,27.00,"Mar 6, 1991",2011,Allianz Cup,4,3.00,4,0,148',20,0,0,0,4.0
Rodrigo,27.00,"Mar 6, 1991",2011,Champions League,9,1.56,1,0,414',20,0,0,0,1.0
Rodrigo,27.00,"Mar 6, 1991",2011,Liga NOS,22,2.41,9,4,1.135',20,1,0,0,13.0
Rodrigo,27.00,"Mar 6, 1991",2011,Taça de Portugal Placard,3,2.00,2,0,177',20,0,0,0,2.0
Rodrigo,27.00,"Mar 6, 1991",2012,Allianz Cup,3,1.33,1,0,231',21,1,0,0,1.0
Rodrigo,27.00,"Mar 6, 1991",2012,Champions League,4,1.25,0,0,254',21,0,0,0,0.0
Rodrigo,27.00,"Mar 6, 1991",2012,Europa League,6,1.67,1,2,323',21,2,0,0,3.0
Rodrigo,27.00,"Mar 6, 1991",2012,Liga NOS,20,2.60,7,1,1.053',21,3,0,0,8.0
Rodrigo,27.00,"Mar 6, 1991",2012,Taça de Portugal Placard,6,2.17,2,2,279',21,0,0,0,4.0
Rodrigo,27.00,"Mar 6, 1991",2013,Allianz Cup,3,3.00,1,0,118',22,1,0,0,1.0
Rodrigo,27.00,"Mar 6, 1991",2013,Champions League,2,2.00,1,0,11',22,0,0,0,1.0
Rodrigo,27.00,"Mar 6, 1991",2013,Europa League,7,2.29,3,0,544',22,1,0,0,3.0
Rodrigo,27.00,"Mar 6, 1991",2013,Liga NOS,25,2.56,11,7,1.714',22,2,0,0,18.0
Rodrigo,27.00,"Mar 6, 1991",2013,Taça de Portugal Placard,5,2.40,2,1,279',22,0,0,0,3.0
Rodrigo,27.00,"Mar 6, 1991",2014,Copa del Rey,1,1.00,1,1,81',23,0,0,1,2.0
Rodrigo,27.00,"Mar 6, 1991",2014,LaLiga,31,1.94,3,4,2.080',23,4,1,1,7.0
Steven Bergwijn,27.00,"Oct 8, 1997",2016,Champions League,6,0.33,0,0,224',19,1,0,0,0.0
Steven Bergwijn,27.00,"Oct 8, 1997",2016,Eredivisie,25,2.04,2,2,909',19,0,0,0,4.0
Steven Bergwijn,27.00,"Oct 8, 1997",2016,Johan Cruijff Schaal,-,-,0,0,0,19,0,0,0,0.0
Steven Bergwijn,27.00,"Oct 8, 1997",2016,Jupiler League,4,2.50,2,1,360',19,1,0,0,3.0
Steven Bergwijn,27.00,"Oct 8, 1997",2016,KNVB Beker,2,1.50,0,0,180',19,0,0,0,0.0
Steven Bergwijn,27.00,"Oct 8, 1997",2017,Eredivisie,32,2.41,8,11,2.173',20,5,0,0,19.0
Steven Bergwijn,27.00,"Oct 8, 1997",2017,Europa League Qualifying,2,000,0,0,154',20,1,0,0,0.0
Steven Bergwijn,27.00,"Oct 8, 1997",2017,TOTO KNVB beker,2,1.50,0,0,79',20,0,0,0,0.0
Steven Bergwijn,27.00,"Oct 8, 1997",2018,Champions League,5,0.20,0,1,404',21,1,0,0,1.0
Steven Bergwijn,27.00,"Oct 8, 1997",2018,Champions League Qualifying,2,3.00,1,0,169',21,0,0,0,1.0
Steven Bergwijn,27.00,"Oct 8, 1997",2018,Eredivisie,33,2.42,14,12,2.861',21,4,0,0,26.0
Steven Bergwijn,27.00,"Oct 8, 1997",2018,Johan Cruijff Schaal,1,000,0,0,83',21,0,0,0,0.0
Steven Bergwijn,27.00,"Oct 8, 1997",2019,Champions League,1,000,0,0,90',22,0,0,0,0.0
Steven Bergwijn,27.00,"Oct 8, 1997",2019,Champions League Qualifying,2,1.50,0,1,180',22,2,0,0,1.0
Steven Bergwijn,27.00,"Oct 8, 1997",2019,Eredivisie,16,2.13,5,10,1.336',22,4,0,0,15.0
Steven Bergwijn,27.00,"Oct 8, 1997",2019,Europa League,5,1.60,0,0,394',22,0,0,0,0.0
Steven Bergwijn,27.00,"Oct 8, 1997",2019,Europa League Qualifying,3,2.33,1,1,270',22,0,0,0,2.0
Steven Bergwijn,27.00,"Oct 8, 1997",2019,FA Cup,1,000,0,0,54',22,0,0,0,0.0
Steven Bergwijn,27.00,"Oct 8, 1997",2019,Johan Cruijff Schaal,1,000,0,0,59',22,0,0,0,0.0
Steven Bergwijn,27.00,"Oct 8, 1997",2019,Premier League,14,1.79,3,1,703',22,2,0,0,4.0
Steven Bergwijn,27.00,"Oct 8, 1997",2019,TOTO KNVB beker,2,1.50,0,1,112',22,0,0,0,1.0
Steven Bergwijn,27.00,"Oct 8, 1997",2020,EFL Cup,1,3.00,0,0,76',23,0,0,0,0.0
Steven Bergwijn,27.00,"Oct 8, 1997",2020,Europa League,2,1.50,0,0,70',23,0,0,0,0.0
Steven Bergwijn,27.00,"Oct 8, 1997",2020,Europa League Qualifying,3,3.00,0,2,226',23,0,0,0,2.0
Steven Bergwijn,27.00,"Oct 8, 1997",2020,Premier League,5,1.60,0,0,225',23,0,0,0,0.0
Ismaïla Sarr,27.00,"Feb 25, 1998",2017,Coupe de France,1,000,0,0,19',19,0,0,0,0.0
Ismaïla Sarr,27.00,"Feb 25, 1998",2017,Coupe de la Ligue,2,1.50,0,0,91',19,1,0,0,0.0
Ismaïla Sarr,27.00,"Feb 25, 1998",2017,Ligue 1,24,1.54,5,5,1.866',19,3,0,0,10.0
Ismaïla Sarr,27.00,"Feb 25, 1998",2018,Coupe de France,5,3.00,1,1,506',20,0,0,0,2.0
Ismaïla Sarr,27.00,"Feb 25, 1998",2018,Coupe de la Ligue,1,000,0,0,120',20,0,0,0,0.0
Ismaïla Sarr,27.00,"Feb 25, 1998",2018,Europa League,9,1.78,4,3,734',20,1,0,0,7.0
Ismaïla Sarr,27.00,"Feb 25, 1998",2018,Ligue 1,35,1.46,8,7,2.792',20,6,0,0,15.0
Ismaïla Sarr,27.00,"Feb 25, 1998",2019,EFL Cup,2,3.00,1,0,101',21,0,0,0,1.0
Ismaïla Sarr,27.00,"Feb 25, 1998",2019,FA Cup,-,-,0,0,0,21,0,0,0,0.0
Ismaïla Sarr,27.00,"Feb 25, 1998",2019,Premier League,28,0.96,5,6,2.029',21,1,0,0,11.0
Ismaïla Sarr,27.00,"Feb 25, 1998",2020,Championship,10,1.60,3,2,891',22,0,0,0,5.0
Gelson Martins,27.00,"May 11, 1995",2014,Allianz Cup,2,0.50,0,0,33',19,0,0,0,0.0
Gelson Martins,27.00,"May 11, 1995",2014,Liga Portugal 2,40,1.63,6,10,2.485',19,2,0,0,16.0
Gelson Martins,27.00,"May 11, 1995",2015,Allianz Cup,2,3.00,1,1,134',20,0,0,0,2.0
Gelson Martins,27.00,"May 11, 1995",2015,Champions League Qualifying,1,3.00,0,0,14',20,0,0,0,0.0
Gelson Martins,27.00,"May 11, 1995",2015,Europa League,6,1.67,1,2,273',20,0,0,0,3.0
Gelson Martins,27.00,"May 11, 1995",2015,Liga NOS,29,2.45,4,1,1.202',20,3,0,0,5.0
Gelson Martins,27.00,"May 11, 1995",2015,Supertaça,1,3.00,0,0,0,20,0,0,0,0.0
Gelson Martins,27.00,"May 11, 1995",2015,Taça de Portugal Placard,3,2.00,1,0,170',20,0,0,0,1.0
Gelson Martins,27.00,"May 11, 1995",2016,Allianz Cup,2,1.50,1,0,134',21,1,0,0,1.0
Gelson Martins,27.00,"May 11, 1995",2016,Champions League,6,0.50,0,0,506',21,0,0,0,0.0
Gelson Martins,27.00,"May 11, 1995",2016,Liga NOS,32,2.09,6,13,2.772',21,6,0,0,19.0
Gelson Martins,27.00,"May 11, 1995",2016,Taça de Portugal Placard,4,2.25,0,0,230',21,2,0,0,0.0
Gelson Martins,27.00,"May 11, 1995",2017,Champions League,6,1.17,1,2,462',22,2,0,0,3.0
Gelson Martins,27.00,"May 11, 1995",2017,Champions League Qualifying,2,2.00,1,1,170',22,0,0,0,2.0
Gelson Martins,27.00,"May 11, 1995",2017,Europa League,5,1.80,1,0,475',22,0,0,0,1.0
Gelson Martins,27.00,"May 11, 1995",2017,Liga NOS,31,2.42,8,9,2.687',22,3,1,0,17.0
Gelson Martins,27.00,"May 11, 1995",2017,Taça CTT,3,2.33,1,0,166',22,0,0,0,1.0
Gelson Martins,27.00,"May 11, 1995",2017,Taça de Portugal Placard,5,1.80,1,1,408',22,0,0,0,2.0
Gelson Martins,27.00,"May 11, 1995",2018,Champions League,2,2.00,0,0,88',23,0,0,0,0.0
Gelson Martins,27.00,"May 11, 1995",2018,Copa del Rey,2,3.00,1,0,135',23,1,0,0,1.0
Gelson Martins,27.00,"May 11, 1995",2018,Coupe de la Ligue,1,000,0,2,80',23,0,0,0,2.0
Gelson Martins,27.00,"May 11, 1995",2018,LaLiga,8,2.25,0,0,223',23,0,0,0,0.0
Gelson Martins,27.00,"May 11, 1995",2018,Ligue 1,16,1.31,4,2,1.393',23,1,0,0,6.0
Gelson Martins,27.00,"May 11, 1995",2018,UEFA Super Cup,-,-,0,0,0,23,0,0,0,0.0
Marcos Llorente,27.00,"Jan 30, 1995",2014,2ª B - Grupo II,25,1.56,0,0,1.679',19,2,0,0,0.0
Marcos Llorente,27.00,"Jan 30, 1995",2014,LaLiga,-,-,0,0,0,19,0,0,0,0.0
Marcos Llorente,27.00,"Jan 30, 1995",2015,2ª B - Grupo II,33,1.97,3,4,2.893',20,7,0,0,7.0
Marcos Llorente,27.00,"Jan 30, 1995",2015,Champions League,-,-,0,0,0,20,0,0,0,0.0
Marcos Llorente,27.00,"Jan 30, 1995",2015,Copa del Rey,1,3.00,0,0,90',20,0,0,0,0.0
Marcos Llorente,27.00,"Jan 30, 1995",2015,LaLiga,2,3.00,0,0,24',20,0,0,0,0.0
Marcos Llorente,27.00,"Jan 30, 1995",2015,Promoción LaLiga2,4,0.25,0,0,360',20,1,0,0,0.0
Marcos Llorente,27.00,"Jan 30, 1995",2016,Copa del Rey,6,1.17,0,1,494',21,1,0,0,1.0
Marcos Llorente,27.00,"Jan 30, 1995",2016,LaLiga,32,1.50,0,2,2.805',21,5,0,0,2.0
Marcos Llorente,27.00,"Jan 30, 1995",2016,UEFA Super Cup,-,-,0,0,0,21,0,0,0,0.0
Marcos Llorente,27.00,"Jan 30, 1995",2017,Champions League,1,3.00,0,0,21',22,0,0,0,0.0
Marcos Llorente,27.00,"Jan 30, 1995",2017,Club World Cup,-,-,0,0,0,22,0,0,0,0.0
Marcos Llorente,27.00,"Jan 30, 1995",2017,Copa del Rey,6,1.83,0,0,501',22,0,0,0,0.0
Marcos Llorente,27.00,"Jan 30, 1995",2017,LaLiga,13,2.38,0,0,541',22,1,0,0,0.0
Marcos Llorente,27.00,"Jan 30, 1995",2018,Champions League,2,1.50,0,0,148',23,0,0,0,0.0
Marcos Llorente,27.00,"Jan 30, 1995",2018,Club World Cup,2,3.00,1,0,172',23,0,0,0,1.0
Marcos Llorente,27.00,"Jan 30, 1995",2018,Copa del Rey,5,2.60,1,0,319',23,1,0,0,1.0
Marcos Llorente,27.00,"Jan 30, 1995",2018,LaLiga,7,2.14,0,0,540',23,1,0,0,0.0
Marcos Llorente,27.00,"Jan 30, 1995",2018,UEFA Super Cup,-,-,0,0,0,23,0,0,0,0.0
Yannick Carrasco,27.00,"Sep 4, 1993",2012,Coupe de la Ligue,2.0,1.5,2,1,203',19,0,0,0,3.0
Yannick Carrasco,27.00,"Sep 4, 1993",2012,Ligue 2,27.0,2.04,6,6,1.804',19,2,0,0,12.0
Yannick Carrasco,27.00,"Sep 4, 1993",2013,Coupe de France,4.0,2.25,1,0,261',20,0,0,0,1.0
Yannick Carrasco,27.00,"Sep 4, 1993",2013,Ligue 1,18.0,1.78,3,3,1.163',20,2,0,0,6.0
Yannick Carrasco,27.00,"Sep 4, 1993",2014,Champions League,10.0,1.5,1,1,624',21,2,0,0,2.0
Yannick Carrasco,27.00,"Sep 4, 1993",2014,Coupe de France,4.0,2.25,0,2,203',21,0,0,0,2.0
Yannick Carrasco,27.00,"Sep 4, 1993",2014,Coupe de la Ligue,2.0,3.0,1,1,147',21,1,0,0,2.0
Yannick Carrasco,27.00,"Sep 4, 1993",2014,Ligue 1,36.0,1.86,6,10,2.804',21,6,0,0,16.0
Yannick Carrasco,27.00,"Sep 4, 1993",2015,Champions League,9.0,1.78,1,2,570',22,0,0,0,3.0
Yannick Carrasco,27.00,"Sep 4, 1993",2015,Copa del Rey,5.0,1.6,0,2,334',22,0,0,0,2.0
Yannick Carrasco,27.00,"Sep 4, 1993",2015,LaLiga,29.0,2.38,4,1,1.498',22,5,0,0,5.0
Yannick Carrasco,27.00,"Sep 4, 1993",2016,Champions League,12.0,2.17,2,0,856',23,0,0,0,2.0
Yannick Carrasco,27.00,"Sep 4, 1993",2016,Copa del Rey,6.0,1.83,2,1,309',23,0,1,0,3.0
Yannick Carrasco,27.00,"Sep 4, 1993",2016,LaLiga,35.0,1.97,10,4,2.269',23,5,0,0,14.0
Keita Baldé,27.00,"Mar 8, 1995",2014,Coppa Italia,6,2.17,3,2,392',19,2,0,0,5.0
Keita Baldé,27.00,"Mar 8, 1995",2014,Serie A,23,1.70,1,2,778',19,3,0,0,3.0
Keita Baldé,27.00,"Mar 8, 1995",2015,Champions League Qualifying,2,1.50,1,0,134',20,0,0,0,1.0
Keita Baldé,27.00,"Mar 8, 1995",2015,Coppa Italia,1,000,0,0,90',20,0,0,0,0.0
Keita Baldé,27.00,"Mar 8, 1995",2015,Europa League,5,1.60,0,1,321',20,0,0,1,1.0
Keita Baldé,27.00,"Mar 8, 1995",2015,Serie A,31,1.48,4,3,1.766',20,5,0,0,7.0
Keita Baldé,27.00,"Mar 8, 1995",2015,Supercoppa Italiana,-,-,0,0,0,20,0,0,0,0.0
Keita Baldé,27.00,"Mar 8, 1995",2016,Coppa Italia,3,1.00,0,1,146',21,0,0,0,1.0
Keita Baldé,27.00,"Mar 8, 1995",2016,Serie A,31,1.97,16,4,1.929',21,4,1,0,20.0
Keita Baldé,27.00,"Mar 8, 1995",2017,Champions League,6,0.33,0,2,289',22,1,0,0,2.0
Keita Baldé,27.00,"Mar 8, 1995",2017,Coupe de France,2,1.50,0,2,120',22,0,0,0,2.0
Keita Baldé,27.00,"Mar 8, 1995",2017,Coupe de la Ligue,2,3.00,0,2,114',22,0,0,0,2.0
Keita Baldé,27.00,"Mar 8, 1995",2017,Ligue 1,23,2.09,8,5,1.483',22,2,1,0,13.0
Keita Baldé,27.00,"Mar 8, 1995",2018,Champions League,4,1.00,0,0,72',23,0,0,0,0.0
Keita Baldé,27.00,"Mar 8, 1995",2018,Coppa Italia,-,-,0,0,0,23,0,0,0,0.0
Keita Baldé,27.00,"Mar 8, 1995",2018,Europa League,1,000,0,0,90',23,0,0,0,0.0
Keita Baldé,27.00,"Mar 8, 1995",2018,Serie A,24,1.96,5,2,883',23,1,1,0,7.0
Keita Baldé,27.00,"Mar 8, 1995",2018,Trophée des Champions,1,000,0,0,44',23,0,0,0,0.0
Paco Alcácer,27.00,"Aug 30, 1993",2012,Copa del Rey,3,1.67,1,0,148',19,0,0,0,1.0
Paco Alcácer,27.00,"Aug 30, 1993",2012,LaLiga,20,1.05,3,1,684',19,0,0,0,4.0
Paco Alcácer,27.00,"Aug 30, 1993",2013,Copa del Rey,3,1.33,1,0,138',20,0,0,0,1.0
Paco Alcácer,27.00,"Aug 30, 1993",2013,Europa League,11,2.09,7,1,715',20,3,0,0,8.0
Paco Alcácer,27.00,"Aug 30, 1993",2013,LaLiga,23,1.35,6,2,1.535',20,5,0,0,8.0
Paco Alcácer,27.00,"Aug 30, 1993",2014,Copa del Rey,4,1.75,3,1,229',21,0,0,0,4.0
Paco Alcácer,27.00,"Aug 30, 1993",2014,LaLiga,32,2.00,11,5,2.173',21,2,0,1,16.0
Paco Alcácer,27.00,"Aug 30, 1993",2015,Champions League,5,0.60,0,0,396',22,1,0,0,0.0
Paco Alcácer,27.00,"Aug 30, 1993",2015,Champions League Qualifying,2,1.50,0,0,96',22,0,0,0,0.0
Paco Alcácer,27.00,"Aug 30, 1993",2015,Copa del Rey,3,2.33,2,1,161',22,0,0,0,3.0
Paco Alcácer,27.00,"Aug 30, 1993",2015,Europa League,2,1.50,0,0,15',22,0,0,0,0.0
Paco Alcácer,27.00,"Aug 30, 1993",2015,LaLiga,34,1.24,13,7,2.419',22,2,0,0,20.0
Paco Alcácer,27.00,"Aug 30, 1993",2016,Champions League,3,2.33,0,1,176',23,0,0,0,1.0
Paco Alcácer,27.00,"Aug 30, 1993",2016,Copa del Rey,4,1.75,2,0,272',23,0,0,0,2.0
Paco Alcácer,27.00,"Aug 30, 1993",2016,LaLiga,1,000,0,0,90',23,0,0,0,0.0
Paco Alcácer,27.00,"Aug 30, 1993",2016,LaLiga,20,2.30,6,3,847',23,1,0,0,9.0
Heung-min Son,27.00,"Jul 8, 1992",2011,Bundesliga,27,1.22,5,1,1.216',19,0,0,0,6.0
Heung-min Son,27.00,"Jul 8, 1992",2011,DFB-Pokal,3,2.00,0,0,215',19,0,0,0,0.0
Heung-min Son,27.00,"Jul 8, 1992",2012,Bundesliga,33,1.36,12,2,2.701',20,4,0,0,14.0
Heung-min Son,27.00,"Jul 8, 1992",2012,DFB-Pokal,1,000,0,0,85',20,0,0,0,0.0
Heung-min Son,27.00,"Jul 8, 1992",2013,Bundesliga,31,1.77,10,4,2.387',21,1,0,0,14.0
Heung-min Son,27.00,"Jul 8, 1992",2013,Champions League,8,1.25,0,2,508',21,1,0,0,2.0
Heung-min Son,27.00,"Jul 8, 1992",2013,DFB-Pokal,4,2.25,2,1,330',21,1,0,0,3.0
Heung-min Son,27.00,"Jul 8, 1992",2014,Bundesliga,30,1.80,11,3,2.289',22,4,0,0,14.0
Heung-min Son,27.00,"Jul 8, 1992",2014,Champions League,8,1.63,3,1,605',22,0,0,0,4.0
Heung-min Son,27.00,"Jul 8, 1992",2014,Champions League Qualifying,2,3.00,2,0,180',22,0,0,0,2.0
Heung-min Son,27.00,"Jul 8, 1992",2014,DFB-Pokal,2,3.00,1,0,107',22,0,0,1,1.0
Heung-min Son,27.00,"Jul 8, 1992",2015,Bundesliga,1,3.00,0,0,64',23,0,0,0,0.0
Heung-min Son,27.00,"Jul 8, 1992",2015,Champions League Qualifying,1,000,0,0,45',23,0,0,0,0.0
Heung-min Son,27.00,"Jul 8, 1992",2015,Europa League,7,1.86,3,3,502',23,0,0,0,6.0
Heung-min Son,27.00,"Jul 8, 1992",2015,FA Cup,4,1.75,1,1,264',23,0,0,0,2.0
Heung-min Son,27.00,"Jul 8, 1992",2015,League Cup,1,000,0,0,23',23,0,0,0,0.0
Heung-min Son,27.00,"Jul 8, 1992",2015,Premier League,28,1.89,4,1,1.103',23,0,0,0,5.0
Roberto Soldado,27.00,"May 27, 1985",2004,Copa del Rey,2,2.00,0,0,122',19,1,0,0,0.0
Roberto Soldado,27.00,"May 27, 1985",2005,Champions League,2,1.50,1,0,101',20,0,0,0,1.0
Roberto Soldado,27.00,"May 27, 1985",2005,Copa del Rey,4,3.00,1,0,230',20,0,0,0,1.0
Roberto Soldado,27.00,"May 27, 1985",2005,LaLiga,11,1.36,2,0,307',20,1,0,0,2.0
Roberto Soldado,27.00,"May 27, 1985",2006,Champions League Qualifying,2,1.00,0,0,147',21,0,0,0,0.0
Roberto Soldado,27.00,"May 27, 1985",2006,LaLiga,30,1.20,11,0,1.788',21,6,0,1,11.0
Roberto Soldado,27.00,"May 27, 1985",2006,UEFA Cup,9,2.22,1,1,652',21,3,0,0,2.0
Roberto Soldado,27.00,"May 27, 1985",2007,Champions League,1,000,0,0,5',22,0,0,0,0.0
Roberto Soldado,27.00,"May 27, 1985",2007,Copa del Rey,2,2.00,0,0,75',22,0,0,0,0.0
Roberto Soldado,27.00,"May 27, 1985",2007,LaLiga,5,1.20,0,0,125',22,0,0,0,0.0
Roberto Soldado,27.00,"May 27, 1985",2007,Supercopa,-,-,0,0,0,22,0,0,0,0.0
Roberto Soldado,27.00,"May 27, 1985",2008,LaLiga,34,1.15,13,1,2.185',23,9,0,2,14.0
Erik Lamela,27.00,"Mar 4, 1992",2011,Coppa Italia,2,1.50,2,0,158',19,0,0,1,2.0
Erik Lamela,27.00,"Mar 4, 1992",2011,Serie A,29,1.59,4,7,1.890',19,1,0,0,11.0
Erik Lamela,27.00,"Mar 4, 1992",2012,Coppa Italia,3,2.00,0,1,257',20,0,0,0,1.0
Erik Lamela,27.00,"Mar 4, 1992",2012,Serie A,33,1.48,15,5,2.600',20,7,0,0,20.0
Erik Lamela,27.00,"Mar 4, 1992",2013,Europa League,6,3.00,1,3,414',21,0,0,0,4.0
Erik Lamela,27.00,"Mar 4, 1992",2013,League Cup,2,3.00,0,0,210',21,0,0,0,0.0
Erik Lamela,27.00,"Mar 4, 1992",2013,Premier League,9,1.78,0,1,327',21,1,0,0,1.0
Erik Lamela,27.00,"Mar 4, 1992",2013,Serie A,-,-,0,0,0,21,0,0,0,0.0
Erik Lamela,27.00,"Mar 4, 1992",2014,Europa League,8,1.75,2,2,388',22,0,0,0,4.0
Erik Lamela,27.00,"Mar 4, 1992",2014,FA Cup,1,000,0,0,90',22,0,0,0,0.0
Erik Lamela,27.00,"Mar 4, 1992",2014,League Cup,4,1.75,1,1,142',22,0,0,0,2.0
Erik Lamela,27.00,"Mar 4, 1992",2014,Premier League,33,1.58,2,7,2.299',22,6,0,0,9.0
Erik Lamela,27.00,"Mar 4, 1992",2015,Europa League,8,1.63,6,0,572',23,3,0,0,6.0
Erik Lamela,27.00,"Mar 4, 1992",2015,FA Cup,2,3.00,0,1,116',23,0,0,0,1.0
Erik Lamela,27.00,"Mar 4, 1992",2015,Premier League,34,1.82,5,9,2.384',23,9,0,0,14.0
Ezequiel Lavezzi,27.00,"May 3, 1985",2005,Torneo Final,7,1.71,1,0,477',20,0,0,0,1.0
Ezequiel Lavezzi,27.00,"May 3, 1985",2005,Torneo Inicial,15,1.07,8,0,1.288',20,5,1,0,8.0
Ezequiel Lavezzi,27.00,"May 3, 1985",2006,Torneo Final,16,2.25,4,0,1.239',21,1,0,0,4.0
Ezequiel Lavezzi,27.00,"May 3, 1985",2006,Torneo Inicial,17,1.41,3,0,1.515',21,3,0,0,3.0
Ezequiel Lavezzi,27.00,"May 3, 1985",2007,Coppa Italia,4,1.75,3,0,222',22,1,0,0,3.0
Ezequiel Lavezzi,27.00,"May 3, 1985",2007,Serie A,35,1.23,8,11,2.977',22,6,0,0,19.0
Ezequiel Lavezzi,27.00,"May 3, 1985",2008,Coppa Italia,1,000,0,0,120',23,0,0,0,0.0
Ezequiel Lavezzi,27.00,"May 3, 1985",2008,Serie A,30,1.23,7,12,2.621',23,7,0,0,19.0
Ezequiel Lavezzi,27.00,"May 3, 1985",2008,UEFA Cup,2,1.50,0,1,162',23,0,0,0,1.0
Ezequiel Lavezzi,27.00,"May 3, 1985",2008,UEFA-Cup Qualifikation,1,3.00,1,0,21',23,0,0,0,1.0
Ezequiel Lavezzi,27.00,"May 3, 1985",2004,Copa Sudamericana,1,3.00,0,0,69',19,0,0,0,0.0
Ezequiel Lavezzi,27.00,"May 3, 1985",2006,Copa Sudamericana,2,1.50,0,0,169',21,2,0,0,0.0
Mario Gómez,27.00,"Jul 10, 1985",2004,Bundesliga,8,1.38,0,0,60',19,1,0,0,0.0
Mario Gómez,27.00,"Jul 10, 1985",2004,DFB-Pokal,1,3.00,0,0,14',19,0,0,0,0.0
Mario Gómez,27.00,"Jul 10, 1985",2004,Regionalliga Süd,24,1.38,15,0,1.950',19,6,1,0,15.0
Mario Gómez,27.00,"Jul 10, 1985",2004,UEFA Cup,1,000,0,0,3',19,0,0,0,0.0
Mario Gómez,27.00,"Jul 10, 1985",2005,Bundesliga,30,1.23,6,3,1.112',20,2,0,0,9.0
Mario Gómez,27.00,"Jul 10, 1985",2005,Ligapokal,3,2.00,0,0,171',20,0,0,0,0.0
Mario Gómez,27.00,"Jul 10, 1985",2005,UEFA Cup,5,2.40,2,1,162',20,0,0,0,3.0
