Name,Value,DOB,Season,Competition,Club ID#,PPG,Goals,Assists,Minutes,Age,Yellow Cards,Double Yellow,Red Card
Rodrigo,27.00,"Mar 6, 1991",2012,Allianz Cup,3,1.33,1,-,231',21,1 , - , -
Rodrigo,27.00,"Mar 6, 1991",2012,Champions League,4,1.25,-,-,254',21,- , - , -
Rodrigo,27.00,"Mar 6, 1991",2012,Europa League,6,1.67,1,2,323',21,2 , - , -
Rodrigo,27.00,"Mar 6, 1991",2012,Liga NOS,20,2.60,7,1,1.053',21,3 , - , -
Rodrigo,27.00,"Mar 6, 1991",2012,Taça de Portugal Placard,6,2.17,2,2,279',21,- , - , -
Rodrigo,27.00,"Mar 6, 1991",2013,Allianz Cup,3,3.00,1,-,118',22,1 , - , -
Rodrigo,27.00,"Mar 6, 1991",2013,Champions League,2,2.00,1,-,11',22,- , - , -
Rodrigo,27.00,"Mar 6, 1991",2013,Europa League,7,2.29,3,-,544',22,1 , - , -
Rodrigo,27.00,"Mar 6, 1991",2013,Liga NOS,25,2.56,11,7,1.714',22,2 , - , -
Rodrigo,27.00,"Mar 6, 1991",2013,Taça de Portugal Placard,5,2.40,2,1,279',22,- , - , -
Rodrigo,27.00,"Mar 6, 1991",2014,Copa del Rey,1,1.00,1,1,81',23,- , - , 1
Rodrigo,27.00,"Mar 6, 1991",2014,LaLiga,31,1.94,3,4,2.080',23,4 , 1 , 1
Steven Bergwijn,27.00,"Oct 8, 1997",2016,Champions League,6,0.33,-,-,224',19,1 , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2016,Eredivisie,25,2.04,2,2,909',19,- , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2016,Johan Cruijff Schaal,-,-,-,-,-,19,- , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2016,Jupiler League,4,2.50,2,1,360',19,1 , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2016,KNVB Beker,2,1.50,-,-,180',19,- , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2017,Eredivisie,32,2.41,8,11,2.173',20,5 , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2017,Europa League Qualifying,2,000,-,-,154',20,1 , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2017,TOTO KNVB beker,2,1.50,-,-,79',20,- , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2018,Champions League,5,0.20,-,1,404',21,1 , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2018,Champions League Qualifying,2,3.00,1,-,169',21,- , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2018,Eredivisie,33,2.42,14,12,2.861',21,4 , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2018,Johan Cruijff Schaal,1,000,-,-,83',21,- , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2019,Champions League,1,000,-,-,90',22,- , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2019,Champions League Qualifying,2,1.50,-,1,180',22,2 , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2019,Eredivisie,16,2.13,5,10,1.336',22,4 , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2019,Europa League,5,1.60,-,-,394',22,- , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2019,Europa League Qualifying,3,2.33,1,1,270',22,- , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2019,FA Cup,1,000,-,-,54',22,- , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2019,Johan Cruijff Schaal,1,000,-,-,59',22,- , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2019,Premier League,14,1.79,3,1,703',22,2 , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2019,TOTO KNVB beker,2,1.50,-,1,112',22,- , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2020,EFL Cup,1,3.00,-,-,76',23,- , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2020,Europa League Qualifying,3,3.00,-,2,226',23,- , - , -
Steven Bergwijn,27.00,"Oct 8, 1997",2020,Premier League,3,1.33,-,-,80',23,- , - , -
Ismaïla Sarr,27.00,"Feb 25, 1998",2017,Coupe de France,1,000,-,-,19',19,- , - , -
Ismaïla Sarr,27.00,"Feb 25, 1998",2017,Coupe de la Ligue,2,1.50,-,-,91',19,1 , - , -
Ismaïla Sarr,27.00,"Feb 25, 1998",2017,Ligue 1,24,1.54,5,5,1.866',19,3 , - , -
Ismaïla Sarr,27.00,"Feb 25, 1998",2018,Coupe de France,5,3.00,1,1,506',20,- , - , -
Ismaïla Sarr,27.00,"Feb 25, 1998",2018,Coupe de la Ligue,1,000,-,-,120',20,- , - , -
Ismaïla Sarr,27.00,"Feb 25, 1998",2018,Europa League,9,1.78,4,3,734',20,1 , - , -
Ismaïla Sarr,27.00,"Feb 25, 1998",2018,Ligue 1,35,1.46,8,7,2.792',20,6 , - , -
Ismaïla Sarr,27.00,"Feb 25, 1998",2019,EFL Cup,2,3.00,1,-,101',21,- , - , -
Ismaïla Sarr,27.00,"Feb 25, 1998",2019,FA Cup,-,-,-,-,-,21,- , - , -
Ismaïla Sarr,27.00,"Feb 25, 1998",2019,Premier League,28,0.96,5,6,2.029',21,1 , - , -
Ismaïla Sarr,27.00,"Feb 25, 1998",2020,Championship,2,1.50,-,-,172',22,- , - , -
Gelson Martins,27.00,"May 11, 1995",2014,Allianz Cup,2,0.50,-,-,33',19,- , - , -
Gelson Martins,27.00,"May 11, 1995",2014,Liga Pro,40,1.63,6,10,2.485',19,2 , - , -
Gelson Martins,27.00,"May 11, 1995",2015,Allianz Cup,2,3.00,1,1,134',20,- , - , -
Gelson Martins,27.00,"May 11, 1995",2015,Champions League Qualifying,1,3.00,-,-,14',20,- , - , -
Gelson Martins,27.00,"May 11, 1995",2015,Europa League,6,1.67,1,2,273',20,- , - , -
Gelson Martins,27.00,"May 11, 1995",2015,Liga NOS,29,2.45,4,1,1.202',20,3 , - , -
Gelson Martins,27.00,"May 11, 1995",2015,Supertaça,1,3.00,-,-,-,20,- , - , -
Gelson Martins,27.00,"May 11, 1995",2015,Taça de Portugal Placard,3,2.00,1,-,170',20,- , - , -
Gelson Martins,27.00,"May 11, 1995",2016,Allianz Cup,2,1.50,1,-,134',21,1 , - , -
Gelson Martins,27.00,"May 11, 1995",2016,Champions League,6,0.50,-,-,506',21,- , - , -
Gelson Martins,27.00,"May 11, 1995",2016,Liga NOS,32,2.09,6,13,2.772',21,6 , - , -
Gelson Martins,27.00,"May 11, 1995",2016,Taça de Portugal Placard,4,2.25,-,-,230',21,2 , - , -
Gelson Martins,27.00,"May 11, 1995",2017,Champions League,6,1.17,1,2,462',22,2 , - , -
Gelson Martins,27.00,"May 11, 1995",2017,Champions League Qualifying,2,2.00,1,1,170',22,- , - , -
Gelson Martins,27.00,"May 11, 1995",2017,Europa League,5,1.80,1,-,475',22,- , - , -
Gelson Martins,27.00,"May 11, 1995",2017,Liga NOS,31,2.42,8,9,2.687',22,3 , 1 , -
Gelson Martins,27.00,"May 11, 1995",2017,Taça CTT,3,2.33,1,-,166',22,- , - , -
Gelson Martins,27.00,"May 11, 1995",2017,Taça de Portugal Placard,5,1.80,1,1,408',22,- , - , -
Gelson Martins,27.00,"May 11, 1995",2018,Champions League,2,2.00,-,-,88',23,- , - , -
Gelson Martins,27.00,"May 11, 1995",2018,Copa del Rey,2,3.00,1,-,135',23,1 , - , -
Gelson Martins,27.00,"May 11, 1995",2018,Coupe de la Ligue,1,000,-,2,80',23,- , - , -
Gelson Martins,27.00,"May 11, 1995",2018,LaLiga,8,2.25,-,-,223',23,- , - , -
Gelson Martins,27.00,"May 11, 1995",2018,Ligue 1,16,1.31,4,2,1.393',23,1 , - , -
Gelson Martins,27.00,"May 11, 1995",2018,UEFA Super Cup,-,-,-,-,-,23,- , - , -
Keita Baldé,27.00,"Mar 8, 1995",2014,Coppa Italia,6,2.17,3,2,392',19,2 , - , -
Keita Baldé,27.00,"Mar 8, 1995",2014,Serie A,23,1.70,1,2,778',19,3 , - , -
Keita Baldé,27.00,"Mar 8, 1995",2015,Champions League Qualifying,2,1.50,1,-,134',20,- , - , -
Keita Baldé,27.00,"Mar 8, 1995",2015,Coppa Italia,1,000,-,-,90',20,- , - , -
Keita Baldé,27.00,"Mar 8, 1995",2015,Europa League,5,1.60,-,1,321',20,- , - , 1
Keita Baldé,27.00,"Mar 8, 1995",2015,Serie A,31,1.48,4,3,1.766',20,5 , - , -
Keita Baldé,27.00,"Mar 8, 1995",2015,Supercoppa Italiana,-,-,-,-,-,20,- , - , -
Keita Baldé,27.00,"Mar 8, 1995",2016,Coppa Italia,3,1.00,-,1,146',21,- , - , -
Keita Baldé,27.00,"Mar 8, 1995",2016,Serie A,31,1.97,16,4,1.929',21,4 , 1 , -
Keita Baldé,27.00,"Mar 8, 1995",2017,Champions League,6,0.33,-,2,289',22,1 , - , -
Keita Baldé,27.00,"Mar 8, 1995",2017,Coupe de France,2,1.50,-,2,120',22,- , - , -
Keita Baldé,27.00,"Mar 8, 1995",2017,Coupe de la Ligue,2,3.00,-,2,114',22,- , - , -
Keita Baldé,27.00,"Mar 8, 1995",2017,Ligue 1,23,2.09,8,5,1.483',22,2 , 1 , -
Keita Baldé,27.00,"Mar 8, 1995",2018,Champions League,4,1.00,-,-,72',23,- , - , -
Keita Baldé,27.00,"Mar 8, 1995",2018,Coppa Italia,-,-,-,-,-,23,- , - , -
Keita Baldé,27.00,"Mar 8, 1995",2018,Europa League,1,000,-,-,90',23,- , - , -
Keita Baldé,27.00,"Mar 8, 1995",2018,Serie A,24,1.96,5,2,883',23,1 , 1 , -
Keita Baldé,27.00,"Mar 8, 1995",2018,Trophée des Champions,1,000,-,-,44',23,- , - , -
Paco Alcácer,27.00,"Aug 30, 1993",2012,Copa del Rey,3,1.67,1,-,148',19,- , - , -
Paco Alcácer,27.00,"Aug 30, 1993",2012,LaLiga,20,1.05,3,1,684',19,- , - , -
Paco Alcácer,27.00,"Aug 30, 1993",2013,Copa del Rey,3,1.33,1,-,138',20,- , - , -
Paco Alcácer,27.00,"Aug 30, 1993",2013,Europa League,11,2.09,7,1,715',20,3 , - , -
Paco Alcácer,27.00,"Aug 30, 1993",2013,LaLiga,23,1.35,6,2,1.535',20,5 , - , -
Paco Alcácer,27.00,"Aug 30, 1993",2014,Copa del Rey,4,1.75,3,1,229',21,- , - , -
Paco Alcácer,27.00,"Aug 30, 1993",2014,LaLiga,32,2.00,11,5,2.173',21,2 , - , 1
Paco Alcácer,27.00,"Aug 30, 1993",2015,Champions League,5,0.60,-,-,396',22,1 , - , -
Paco Alcácer,27.00,"Aug 30, 1993",2015,Champions League Qualifying,2,1.50,-,-,96',22,- , - , -
Paco Alcácer,27.00,"Aug 30, 1993",2015,Copa del Rey,3,2.33,2,1,161',22,- , - , -
Paco Alcácer,27.00,"Aug 30, 1993",2015,Europa League,2,1.50,-,-,15',22,- , - , -
Paco Alcácer,27.00,"Aug 30, 1993",2015,LaLiga,34,1.24,13,7,2.419',22,2 , - , -
Paco Alcácer,27.00,"Aug 30, 1993",2016,Champions League,3,2.33,-,1,176',23,- , - , -
Paco Alcácer,27.00,"Aug 30, 1993",2016,Copa del Rey,4,1.75,2,-,272',23,- , - , -
Paco Alcácer,27.00,"Aug 30, 1993",2016,LaLiga,1,000,-,-,90',23,- , - , -
Paco Alcácer,27.00,"Aug 30, 1993",2016,LaLiga,20,2.30,6,3,847',23,1 , - , -
Kévin Gameiro,27.00,"May 9, 1987",2006,Coupe de France,1.0,0.0,1,-,90',19,- , - , -
Kévin Gameiro,27.00,"May 9, 1987",2006,Coupe de la Ligue,1.0,0.0,-,-,27',19,- , - , -
Kévin Gameiro,27.00,"May 9, 1987",2006,Ligue 2,16.0,1.69,3,-,795',19,1 , - , -
Kévin Gameiro,27.00,"May 9, 1987",2007,Coupe de France,1.0,0.0,-,-,16',20,- , - , -
Kévin Gameiro,27.00,"May 9, 1987",2007,Coupe de la Ligue,1.0,0.0,-,-,90',20,- , - , -
Kévin Gameiro,27.00,"May 9, 1987",2007,Ligue 1,34.0,0.94,6,-,1.904',20,- , - , -
Kévin Gameiro,27.00,"May 9, 1987",2008,Coupe de France,2.0,3.0,2,-,240',21,- , - , -
Kévin Gameiro,27.00,"May 9, 1987",2008,Ligue 1,37.0,1.22,11,10,3.295',21,1 , - , -
Kévin Gameiro,27.00,"May 9, 1987",2009,Coupe de France,1.0,0.0,-,-,65',22,- , - , -
Kévin Gameiro,27.00,"May 9, 1987",2009,Coupe de la Ligue,4.0,2.25,2,-,268',22,1 , - , -
Kévin Gameiro,27.00,"May 9, 1987",2009,Ligue 1,35.0,1.49,17,8,2.994',22,2 , - , -
Kévin Gameiro,27.00,"May 9, 1987",2010,Coupe de France,3.0,2.0,2,-,330',23,- , - , -
Kévin Gameiro,27.00,"May 9, 1987",2010,Coupe de la Ligue,2.0,1.5,-,-,84',23,- , - , -
Kévin Gameiro,27.00,"May 9, 1987",2010,Ligue 1,36.0,1.25,22,5,3.219',23,- , - , -
Heung-min Son,27.00,"Jul 8, 1992",2011,Bundesliga,27,1.22,5,1,1.216',19,- , - , -
Heung-min Son,27.00,"Jul 8, 1992",2011,DFB-Pokal,3,2.00,-,-,215',19,- , - , -
Heung-min Son,27.00,"Jul 8, 1992",2012,Bundesliga,33,1.36,12,2,2.701',20,4 , - , -
Heung-min Son,27.00,"Jul 8, 1992",2012,DFB-Pokal,1,000,-,-,85',20,- , - , -
Heung-min Son,27.00,"Jul 8, 1992",2013,Bundesliga,31,1.77,10,4,2.387',21,1 , - , -
Heung-min Son,27.00,"Jul 8, 1992",2013,Champions League,8,1.25,-,2,508',21,1 , - , -
Heung-min Son,27.00,"Jul 8, 1992",2013,DFB-Pokal,4,2.25,2,1,330',21,1 , - , -
Heung-min Son,27.00,"Jul 8, 1992",2014,Bundesliga,30,1.80,11,3,2.289',22,4 , - , -
Heung-min Son,27.00,"Jul 8, 1992",2014,Champions League,8,1.63,3,1,605',22,- , - , -
Heung-min Son,27.00,"Jul 8, 1992",2014,Champions League Qualifying,2,3.00,2,-,180',22,- , - , -
Heung-min Son,27.00,"Jul 8, 1992",2014,DFB-Pokal,2,3.00,1,-,107',22,- , - , 1
Heung-min Son,27.00,"Jul 8, 1992",2015,Bundesliga,1,3.00,-,-,64',23,- , - , -
Heung-min Son,27.00,"Jul 8, 1992",2015,Champions League Qualifying,1,000,-,-,45',23,- , - , -
Heung-min Son,27.00,"Jul 8, 1992",2015,Europa League,7,1.86,3,3,502',23,- , - , -
Heung-min Son,27.00,"Jul 8, 1992",2015,FA Cup,4,1.75,1,1,264',23,- , - , -
Heung-min Son,27.00,"Jul 8, 1992",2015,League Cup,1,000,-,-,23',23,- , - , -
Heung-min Son,27.00,"Jul 8, 1992",2015,Premier League,28,1.89,4,1,1.103',23,- , - , -
Roberto Soldado,27.00,"May 27, 1985",2004,Copa del Rey,2,2.00,-,-,122',19,1 , - , -
Roberto Soldado,27.00,"May 27, 1985",2005,Champions League,2,1.50,1,-,101',20,- , - , -
Roberto Soldado,27.00,"May 27, 1985",2005,Copa del Rey,4,3.00,1,-,230',20,- , - , -
Roberto Soldado,27.00,"May 27, 1985",2005,LaLiga,11,1.36,2,-,307',20,1 , - , -
Roberto Soldado,27.00,"May 27, 1985",2006,Champions League Qualifying,2,1.00,-,-,147',21,- , - , -
Roberto Soldado,27.00,"May 27, 1985",2006,LaLiga,30,1.20,11,-,1.788',21,6 , - , 1
Roberto Soldado,27.00,"May 27, 1985",2006,UEFA Cup,9,2.22,1,1,652',21,3 , - , -
Roberto Soldado,27.00,"May 27, 1985",2007,Champions League,1,000,-,-,5',22,- , - , -
Roberto Soldado,27.00,"May 27, 1985",2007,Copa del Rey,2,2.00,-,-,75',22,- , - , -
Roberto Soldado,27.00,"May 27, 1985",2007,LaLiga,5,1.20,-,-,125',22,- , - , -
Roberto Soldado,27.00,"May 27, 1985",2007,Supercopa,-,-,-,-,-,22,- , - , -
Roberto Soldado,27.00,"May 27, 1985",2008,LaLiga,34,1.15,13,1,2.185',23,9 , - , 2
Erik Lamela,27.00,"Mar 4, 1992",2011,Coppa Italia,2,1.50,2,-,158',19,- , - , 1
Erik Lamela,27.00,"Mar 4, 1992",2011,Serie A,29,1.59,4,7,1.890',19,1 , - , -
Erik Lamela,27.00,"Mar 4, 1992",2012,Coppa Italia,3,2.00,-,1,257',20,- , - , -
Erik Lamela,27.00,"Mar 4, 1992",2012,Serie A,33,1.48,15,5,2.600',20,7 , - , -
Erik Lamela,27.00,"Mar 4, 1992",2013,Europa League,6,3.00,1,3,414',21,- , - , -
Erik Lamela,27.00,"Mar 4, 1992",2013,League Cup,2,3.00,-,-,210',21,- , - , -
Erik Lamela,27.00,"Mar 4, 1992",2013,Premier League,9,1.78,-,1,327',21,1 , - , -
Erik Lamela,27.00,"Mar 4, 1992",2013,Serie A,-,-,-,-,-,21,- , - , -
Erik Lamela,27.00,"Mar 4, 1992",2014,Europa League,8,1.75,2,2,388',22,- , - , -
Erik Lamela,27.00,"Mar 4, 1992",2014,FA Cup,1,000,-,-,90',22,- , - , -
Erik Lamela,27.00,"Mar 4, 1992",2014,League Cup,4,1.75,1,1,142',22,- , - , -
Erik Lamela,27.00,"Mar 4, 1992",2014,Premier League,33,1.58,2,7,2.299',22,6 , - , -
Erik Lamela,27.00,"Mar 4, 1992",2015,Europa League,8,1.63,6,-,572',23,3 , - , -
Erik Lamela,27.00,"Mar 4, 1992",2015,FA Cup,2,3.00,-,1,116',23,- , - , -
Erik Lamela,27.00,"Mar 4, 1992",2015,Premier League,34,1.82,5,9,2.384',23,9 , - , -
Ezequiel Lavezzi,27.00,"May 3, 1985",2005,Torneo Final,7,1.71,1,-,477',20,- , - , -
Ezequiel Lavezzi,27.00,"May 3, 1985",2005,Torneo Inicial,15,1.07,8,-,1.288',20,5 , 1 , -
Ezequiel Lavezzi,27.00,"May 3, 1985",2006,Torneo Final,16,2.25,4,-,1.239',21,1 , - , -
Ezequiel Lavezzi,27.00,"May 3, 1985",2006,Torneo Inicial,17,1.41,3,-,1.515',21,3 , - , -
Ezequiel Lavezzi,27.00,"May 3, 1985",2007,Coppa Italia,4,1.75,3,-,222',22,1 , - , -
Ezequiel Lavezzi,27.00,"May 3, 1985",2007,Serie A,35,1.23,8,11,2.977',22,6 , - , -
Ezequiel Lavezzi,27.00,"May 3, 1985",2008,Coppa Italia,1,000,-,-,120',23,- , - , -
Ezequiel Lavezzi,27.00,"May 3, 1985",2008,Serie A,30,1.23,7,12,2.621',23,7 , - , -
Ezequiel Lavezzi,27.00,"May 3, 1985",2008,UEFA Cup,2,1.50,-,1,162',23,- , - , -
Ezequiel Lavezzi,27.00,"May 3, 1985",2008,UEFA-Cup Qualifikation,1,3.00,1,-,21',23,- , - , -
Ezequiel Lavezzi,27.00,"May 3, 1985",2004,Copa Sudamericana,1,3.00,-,-,69',19,- , - , -
Ezequiel Lavezzi,27.00,"May 3, 1985",2006,Copa Sudamericana,2,1.50,-,-,169',21,2 , - , -
Mario Gómez,27.00,"Jul 10, 1985",2004,Bundesliga,8,1.38,-,-,60',19,1 , - , -
Mario Gómez,27.00,"Jul 10, 1985",2004,DFB-Pokal,1,3.00,-,-,14',19,- , - , -
Mario Gómez,27.00,"Jul 10, 1985",2004,Regionalliga Süd,24,1.38,15,-,1.950',19,6 , 1 , -
Mario Gómez,27.00,"Jul 10, 1985",2004,UEFA Cup,1,000,-,-,3',19,- , - , -
Mario Gómez,27.00,"Jul 10, 1985",2005,Bundesliga,30,1.23,6,3,1.112',20,2 , - , -
Mario Gómez,27.00,"Jul 10, 1985",2005,Ligapokal,3,2.00,-,-,171',20,- , - , -
Mario Gómez,27.00,"Jul 10, 1985",2005,UEFA Cup,5,2.40,2,1,162',20,- , - , -
Mario Gómez,27.00,"Jul 10, 1985",2006,Bundesliga,25,1.96,14,7,1.982',21,2 , - , -
Mario Gómez,27.00,"Jul 10, 1985",2006,DFB-Pokal,5,2.40,2,1,323',21,1 , - , -
Mario Gómez,27.00,"Jul 10, 1985",2007,Bundesliga,25,1.56,19,4,1.968',22,1 , - , -
Mario Gómez,27.00,"Jul 10, 1985",2007,Champions League,4,000,3,-,360',22,- , - , -
Mario Gómez,27.00,"Jul 10, 1985",2007,DFB-Pokal,3,2.00,6,-,327',22,2 , - , -
Mario Gómez,27.00,"Jul 10, 1985",2008,Bundesliga,32,1.81,24,8,2.742',23,4 , - , -
Mario Gómez,27.00,"Jul 10, 1985",2008,DFB-Pokal,2,1.50,3,-,170',23,- , - , -
Mario Gómez,27.00,"Jul 10, 1985",2008,UEFA Cup,8,1.38,6,1,709',23,1 , - , -
Mario Gómez,27.00,"Jul 10, 1985",2008,UEFA-Cup Qualifikation,2,3.00,2,-,153',23,- , - , -
Franck Ribéry,27.00,"Apr 7, 1983",2003,Coupe de France,3.0,2.0,1,1,181',20,- , - , -
Franck Ribéry,27.00,"Apr 7, 1983",2004,Coupe de la Ligue,1.0,0.0,-,-,120',21,1 , - , -
Franck Ribéry,27.00,"Apr 7, 1983",2004,Ligue 1,20.0,1.3,2,3,1.711',21,1 , - , -
Franck Ribéry,27.00,"Apr 7, 1983",2004,Süper Lig,14.0,2.0,-,5,947',21,- , - , -
Franck Ribéry,27.00,"Apr 7, 1983",2004,Türkiye Kupasi,3.0,3.0,1,1,210',21,1 , - , -
Franck Ribéry,27.00,"Apr 7, 1983",2005,Coupe de France,6.0,2.5,3,1,533',22,- , - , -
Franck Ribéry,27.00,"Apr 7, 1983",2005,Ligue 1,35.0,1.6,6,6,3.056',22,6 , - , -
Franck Ribéry,27.00,"Apr 7, 1983",2005,UEFA Cup,7.0,1.86,1,1,517',22,- , 1 , -
Franck Ribéry,27.00,"Apr 7, 1983",2005,UI Cup,5.0,2.0,2,-,361',22,1 , - , 1
Franck Ribéry,27.00,"Apr 7, 1983",2006,Coupe de France,5.0,2.4,1,3,487',23,1 , - , -
Franck Ribéry,27.00,"Apr 7, 1983",2006,Coupe de la Ligue,2.0,1.5,-,-,101',23,- , - , -
Franck Ribéry,27.00,"Apr 7, 1983",2006,Ligue 1,25.0,1.72,5,9,2.165',23,6 , - , -
Franck Ribéry,27.00,"Apr 7, 1983",2006,UEFA Cup,2.0,1.5,-,-,92',23,- , - , -
Franck Ribéry,27.00,"Apr 7, 1983",2006,UEFA-Cup Qualifikation,2.0,1.0,-,-,112',23,- , - , -
Gabriel Barbosa,26.55,"Aug 30, 1996",2016,Coppa Italia,1,3.00,-,-,72',20,- , - , -
Gabriel Barbosa,26.55,"Aug 30, 1996",2016,Serie A,9,1.78,1,-,111',20,3 , - , -
Gabriel Barbosa,26.55,"Aug 30, 1996",2017,Champions League,2,000,-,-,29',21,- , - , -
Gabriel Barbosa,26.55,"Aug 30, 1996",2017,Liga NOS,1,000,-,-,13',21,- , - , -
Gabriel Barbosa,26.55,"Aug 30, 1996",2017,Serie A,-,-,-,-,-,21,- , - , -
Gabriel Barbosa,26.55,"Aug 30, 1996",2017,Taça CTT,1,1.00,-,-,63',21,- , - , -
Gabriel Barbosa,26.55,"Aug 30, 1996",2017,Taça de Portugal Placard,1,3.00,1,-,59',21,- , - , -
Gabriel Barbosa,26.55,"Aug 30, 1996",2019,Campeonato Carioca - Final,1,3.00,-,-,90',23,- , 1 , -
Gabriel Barbosa,26.55,"Aug 30, 1996",2019,Club World Cup,2,1.50,-,-,210',23,- , - , -
Gabriel Barbosa,26.55,"Aug 30, 1996",2015,Série A,30,1.60,10,7,2.056',19,4 , - , 1
Gabriel Barbosa,26.55,"Aug 30, 1996",2016,Série A,11,1.73,5,-,911',20,3 , - , -
Gabriel Barbosa,26.55,"Aug 30, 1996",2018,Libertadores,7,1.14,1,-,584',22,1 , 1 , -
Gabriel Barbosa,26.55,"Aug 30, 1996",2018,Série A,35,1.34,18,1,2.895',22,9 , - , -
Gabriel Barbosa,26.55,"Aug 30, 1996",2019,Libertadores,12,1.75,9,2,1.014',23,1 , - , 2
Gabriel Barbosa,26.55,"Aug 30, 1996",2019,Série A,29,2.34,25,9,2.547',23,11 , 1 , -
Mario Balotelli,26.55,"Aug 12, 1990",2009,Champions League,8,2.13,1,1,269',19,1 , 1 , -
Mario Balotelli,26.55,"Aug 12, 1990",2009,Coppa Italia,5,3.00,1,1,396',19,2 , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2009,Serie A,26,2.23,9,6,1.389',19,7 , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2009,Supercoppa Italiana,1,000,-,1,21',19,- , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2010,Europa League,5,2.00,2,-,267',20,1 , - , 1
Mario Balotelli,26.55,"Aug 12, 1990",2010,Europa League Qualifying,1,3.00,1,-,33',20,1 , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2010,FA Cup,5,3.00,1,1,320',20,3 , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2010,Premier League,17,1.71,6,1,1.092',20,7 , - , 1
Mario Balotelli,26.55,"Aug 12, 1990",2011,Champions League,3,2.00,2,1,181',21,2 , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2011,Community Shield,1,000,-,-,59',21,- , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2011,Europa League,3,2.00,1,-,187',21,1 , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2011,League Cup,2,1.50,1,-,129',21,- , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2011,Premier League,23,2.26,13,1,1.325',21,4 , 2 , -
Mario Balotelli,26.55,"Aug 12, 1990",2012,Champions League,4,0.50,1,1,91',22,1 , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2012,FA Cup,1,3.00,-,1,20',22,- , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2012,League Cup,1,000,1,-,120',22,- , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2012,Premier League,14,1.93,1,1,588',22,2 , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2012,Serie A,13,2.38,12,-,1.145',22,6 , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2013,Champions League,8,1.13,2,1,597',23,3 , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2013,Champions League Qualifying,2,2.00,1,-,180',23,2 , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2013,Coppa Italia,1,000,1,-,90',23,- , - , -
Mario Balotelli,26.55,"Aug 12, 1990",2013,Serie A,30,1.50,14,7,2.294',23,9 , 1 , -
Dimitri Payet,26.37,"Mar 29, 1987",2006,Coupe de France,4,2.25,-,-,299',19,- , - , -
Dimitri Payet,26.37,"Mar 29, 1987",2006,Coupe de la Ligue,1,000,-,-,44',19,- , - , -
Dimitri Payet,26.37,"Mar 29, 1987",2006,Ligue 1,30,1.00,4,3,2.137',19,4 , - , 1
Dimitri Payet,26.37,"Mar 29, 1987",2007,Coupe de France,-,-,-,-,-,20,- , - , -
Dimitri Payet,26.37,"Mar 29, 1987",2007,Coupe de la Ligue,-,-,-,-,-,20,- , - , -
Dimitri Payet,26.37,"Mar 29, 1987",2007,Ligue 1,31,1.68,-,5,1.902',20,- , - , -
Dimitri Payet,26.37,"Mar 29, 1987",2008,Coupe de France,1,000,-,-,35',21,- , - , -
Dimitri Payet,26.37,"Mar 29, 1987",2008,Coupe de la Ligue,1,000,-,-,90',21,- , - , -
Dimitri Payet,26.37,"Mar 29, 1987",2008,Ligue 1,30,1.00,4,7,1.835',21,2 , - , -
Dimitri Payet,26.37,"Mar 29, 1987",2008,UEFA Cup,10,2.10,3,5,654',21,- , - , -
Dimitri Payet,26.37,"Mar 29, 1987",2009,Coupe de France,4,2.25,3,1,304',22,1 , - , -
